"CATEGORIA";"UNIDADE";"PRODUTO DE VENDA";"VENDA DE FRENTE DE LOJA";"VENDA DELIVERY";"CANCELAMENTOS C/DESPERDICIO";"SAIDA TOTAL";"CUSTO";"CUSTO TOTAL";"RECEITA FRENTE DE LOJA";"RECEITA DELIVERY";"VALOR CANCELAMENTOS";"VALOR TOTAL S/CANCELAMENTOS";"CANCELAMENTOS S/DESPERDICIO";
"PRATOS ALMOCO 11H - 16H";"LIFEBOX - SETOR OESTE/ GO";"BASIC CHICKEN.";"0";"18";"0";"18";"8,88";"159,84";"0";"810";"0";"810,00";"0";
"PRATOS ALMOCO 11H - 16H";"LIFEBOX - SETOR OESTE/ GO";"PARMEGIANA BOVINA.";"0";"58";"0";"58";"17,01";"986,58";"0";"3364";"0";"3.364,00";"0";
"PRATOS ALMOCO 11H - 16H";"LIFEBOX - SETOR OESTE/ GO";"ALCATRA BOX.";"0";"10";"0";"10";"23,55";"235,50";"0";"700";"0";"700,00";"0";
"PRATOS ALMOCO 11H - 16H";"LIFEBOX - SETOR OESTE/ GO";"BRASILIDADE.";"0";"12";"0";"12";"15,08";"180,96";"0";"636";"0";"636,00";"0";
"SALADAS";"LIFEBOX - SETOR OESTE/ GO";"CAESAR COM FRANGO";"185";"17";"6";"208";"14,04";"2.920,32";"10574";"816";"340";"11.389,96";"1";
"SALADAS";"LIFEBOX - SETOR OESTE/ GO";"PARA VIAGEM";"267";"0";"370";"637";"0";"0";"0";"0,00";"6";
"SALADAS";"LIFEBOX - SETOR OESTE/ GO";"CAESAR COM FRANGO.";"0";"179";"0";"179";"14,49";"2.593,71";"0";"10561";"0";"10.561,00";"0";
"SHAKES CLASSICOS LIFEBOX";"LIFEBOX - SETOR OESTE/ GO";"SHAKE COOKIE CLASSICO";"56";"48";"100";"204";"3,55";"724,20";"1456";"1319";"2600";"2.775,20";"2";
"SHAKES CLASSICOS LIFEBOX";"LIFEBOX - SETOR OESTE/ GO";"SHAKE NINHO CLASSICO";"111";"131";"198";"440";"6,14";"2.701,60";"2886";"3667";"5148";"6.552,58";"5";
"SHAKES CLASSICOS LIFEBOX";"LIFEBOX - SETOR OESTE/ GO";"MENU KIDS- SHAKE COOKIE";"41";"0";"1";"42";"2,22";"93,24";"0";"0";"0";"0,00";"0";
"SHAKES CLASSICOS LIFEBOX";"LIFEBOX - SETOR OESTE/ GO";"SHAKE OVOMALTINE CLASSICO";"150";"74";"163";"387";"6,67";"2.581,29";"4350";"2360";"4727";"6.710,00";"3";
"SHAKES CLASSICOS LIFEBOX";"LIFEBOX - SETOR OESTE/ GO";"MENU KIDS- SHAKE OVOMALTINE";"72";"0";"2";"74";"2,15";"159,10";"0";"0";"0";"0,00";"0";
"SHAKES CLASSICOS LIFEBOX";"LIFEBOX - SETOR OESTE/ GO";"SHAKE PACOCA COM DOCE DE LEITE CLASSICO";"14";"0";"9";"23";"5,16";"118,68";"392";"0";"252";"392,00";"5";
"SHAKES CLASSICOS LIFEBOX";"LIFEBOX - SETOR OESTE/ GO";"MENU KIDS- SHAKE NINHO";"44";"0";"2";"46";"2,27";"104,42";"0";"0";"0";"0,00";"0";
"SHAKES CLASSICOS LIFEBOX";"LIFEBOX - SETOR OESTE/ GO";"PARA VIAGEM";"267";"0";"370";"637";"0";"0";"0";"0,00";"6";
"SHAKES CLASSICOS LIFEBOX";"LIFEBOX - SETOR OESTE/ GO";"CALDA DE FRUTAS VERMELHAS";"2";"4";"0";"6";"23,66";"141,96";"10";"0";"0";"10,00";"0";
"SHAKES CLASSICOS LIFEBOX";"LIFEBOX - SETOR OESTE/ GO";"OREO TRITURADO";"1";"0";"0";"1";"37,00";"37,00";"3";"0";"0";"3,00";"0";
"SHAKES CLASSICOS LIFEBOX";"LIFEBOX - SETOR OESTE/ GO";"NUTELLA";"2";"0";"0";"2";"0,00";"0,00";"6";"0";"0";"6,00";"0";
"SHAKES CLASSICOS LIFEBOX";"LIFEBOX - SETOR OESTE/ GO";"MILK SHAKE LIFEBOX IFOOD";"0";"222";"0";"222";"0,00";"0,00";"0";"0";"0";"0,00";"0";
"SHAKES CLASSICOS LIFEBOX";"LIFEBOX - SETOR OESTE/ GO";"NAO QUERO SHAKE";"0";"85";"0";"85";"0,00";"0,00";"0";"0";"0";"0,00";"0";
"SHAKES PREMIUM LIFEBOX";"LIFEBOX - SETOR OESTE/ GO";"SHAKE  CHOCOLATE BRANCO COM MORANGO PREMIUM";"32";"0";"6";"38";"9,11";"346,18";"992";"0";"186";"992,00";"2";
"SHAKES PREMIUM LIFEBOX";"LIFEBOX - SETOR OESTE/ GO";"SHAKE  COM NINHO PREMIUM";"34";"0";"0";"34";"7,37";"250,58";"1054";"0";"0";"1.054,00";"1";
"SHAKES PREMIUM LIFEBOX";"LIFEBOX - SETOR OESTE/ GO";"SHAKE COOKIE PREMIUM";"28";"0";"2";"30";"8,11";"243,30";"868";"0";"62";"868,00";"1";
"SHAKES PREMIUM LIFEBOX";"LIFEBOX - SETOR OESTE/ GO";"SHAKE OVOMALTINE PREMIUM";"35";"0";"2";"37";"8,38";"310,06";"1085";"0";"62";"1.085,00";"2";
"SHAKES PREMIUM LIFEBOX";"LIFEBOX - SETOR OESTE/ GO";"PARA VIAGEM";"267";"0";"370";"637";"0";"0";"0";"0,00";"6";
"SMASH";"LIFEBOX - SETOR OESTE/ GO";"SMASH KIDS";"241";"7";"16";"264";"6,86";"1.811,04";"7476";"231";"496";"7.706,92";"6";
"SMASH";"LIFEBOX - SETOR OESTE/ GO";"SMASH LIFE DUPLO";"216";"8";"21";"245";"12,20";"2.989,00";"8576";"352";"880";"8.927,96";"5";
"SMASH";"LIFEBOX - SETOR OESTE/ GO";"SMASH LIFE";"659";"15";"61";"735";"7,33";"5.387,55";"21813";"525";"2013";"22.338,00";"11";
"SMASH";"LIFEBOX - SETOR OESTE/ GO";"HAMBURGER SMASH BURGER 80G";"6";"6";"0";"12";"2,56";"30,72";"54";"94";"0";"148,00";"1";
"SMASH";"LIFEBOX - SETOR OESTE/ GO";"PARA VIAGEM";"267";"0";"370";"637";"0";"0";"0";"0,00";"6";
"SMASH";"LIFEBOX - SETOR OESTE/ GO";"HAMBURGER DE PICANHA 170G";"6";"0";"0";"6";"6,23";"37,38";"156";"0";"0";"156,00";"0";
"SMASH";"LIFEBOX - SETOR OESTE/ GO";"HAMBURGUER ANGUS 170G";"8";"64";"0";"72";"5,36";"385,92";"157";"1292";"0";"1.449,00";"1";
"SMASH";"LIFEBOX - SETOR OESTE/ GO";"HAMBURGER DE FRANGO 150G";"2";"1";"0";"3";"1,43";"4,29";"18";"9";"0";"27,00";"0";
"SMASH";"LIFEBOX - SETOR OESTE/ GO";"SOBRECOXA TEMPERADA";"3";"5";"0";"8";"1,83";"14,64";"30";"50";"0";"80,00";"0";
"SMASH";"LIFEBOX - SETOR OESTE/ GO";"SMASH LIFE.";"0";"540";"0";"540";"7,33";"3.958,20";"0";"19440";"0";"19.440,00";"0";
"SMASH";"LIFEBOX - SETOR OESTE/ GO";"SMASH KIDS.";"0";"221";"0";"221";"6,86";"1.516,06";"0";"7514";"0";"7.514,00";"0";
"SMASH";"LIFEBOX - SETOR OESTE/ GO";"SMASH LIFE DUPLO.";"0";"172";"0";"172";"12,20";"2.098,40";"0";"7740";"0";"7.740,00";"0";
"SOBREMESA MAIS DOCE";"LIFEBOX - SETOR OESTE/ GO";"GELATO DE BROWNIE";"88";"0";"3";"91";"17,09";"1.555,19";"4048";"0";"138";"4.048,00";"3";
"SOBREMESA MAIS DOCE";"LIFEBOX - SETOR OESTE/ GO";"BROWNIE COM SORVETE";"122";"0";"23";"145";"14,84";"2.151,80";"5612";"0";"1058";"5.611,98";"2";
"SOBREMESA MAIS DOCE";"LIFEBOX - SETOR OESTE/ GO";"ENCANTO DE UVA";"48";"2";"5";"55";"13,08";"719,40";"2016";"90";"210";"2.106,00";"1";
"SOBREMESA MAIS DOCE";"LIFEBOX - SETOR OESTE/ GO";"CHOCO LIFE";"65";"0";"8";"73";"17,67";"1.289,91";"2990";"0";"368";"2.990,00";"3";
"SOBREMESA MAIS DOCE";"LIFEBOX - SETOR OESTE/ GO";"BRIGADEIRO  BELGA DE COLHER";"41";"0";"2";"43";"4,43";"190,49";"264";"0";"30";"264,00";"2";
"SOBREMESA MAIS DOCE";"LIFEBOX - SETOR OESTE/ GO";"BRIGADEIRO DE NINHO  DE COLHER";"32";"0";"0";"32";"2,31";"73,92";"241";"0";"0";"241,00";"0";
"SOBREMESA MAIS DOCE";"LIFEBOX - SETOR OESTE/ GO";"PARA VIAGEM";"267";"0";"370";"637";"0";"0";"0";"0,00";"6";
"SOBREMESA MAIS DOCE";"LIFEBOX - SETOR OESTE/ GO";"BROWNIE COM BRIGADEIRO";"0";"1";"0";"1";"13,71";"13,71";"0";"46";"0";"46,00";"0";
"SOBREMESA MAIS DOCE";"LIFEBOX - SETOR OESTE/ GO";"BROWNIE COM BRIGADEIRO.";"0";"39";"0";"39";"13,71";"534,69";"0";"1833";"0";"1.833,00";"0";
"SOBREMESA MAIS DOCE";"LIFEBOX - SETOR OESTE/ GO";"ENCANTO DE UVA.";"0";"45";"0";"45";"12,96";"583,20";"0";"2070";"0";"2.070,00";"0";
"SOBREMESA SUAVE";"LIFEBOX - SETOR OESTE/ GO";"MINI CHEESECAKE";"117";"1";"15";"133";"7,03";"934,99";"2133";"29";"351";"2.162,00";"8";
"SOBREMESA SUAVE";"LIFEBOX - SETOR OESTE/ GO";"SUAVECITO";"73";"3";"7";"83";"13,11";"1.088,13";"2847";"117";"273";"2.964,00";"2";
"SOBREMESA SUAVE";"LIFEBOX - SETOR OESTE/ GO";"MENU SOBREMESA";"41";"0";"4";"45";"18,73";"842,85";"2460";"0";"240";"2.460,00";"1";
"SOBREMESA SUAVE";"LIFEBOX - SETOR OESTE/ GO";"MINI SUNDAE";"72";"0";"0";"72";"0,95";"68,40";"677";"0";"0";"676,50";"5";
"SOBREMESA SUAVE";"LIFEBOX - SETOR OESTE/ GO";"PARA VIAGEM";"267";"0";"370";"637";"0";"0";"0";"0,00";"6";
"SOBREMESA SUAVE";"LIFEBOX - SETOR OESTE/ GO";"SUAVECITO.";"0";"32";"0";"32";"9,76";"312,32";"0";"1307";"0";"1.307,20";"0";
"SOBREMESA SUAVE";"LIFEBOX - SETOR OESTE/ GO";"MINI CHEESECAKE.";"0";"13";"0";"13";"7,03";"91,39";"0";"390";"0";"390,00";"0";
"SODAS ITALIANAS";"LIFEBOX - SETOR OESTE/ GO";"SODA DE MAÇA VERDE";"159";"0";"1";"160";"4,09";"654,40";"2544";"0";"16";"2.543,93";"2";
"SODAS ITALIANAS";"LIFEBOX - SETOR OESTE/ GO";"SODA RED CITRUS";"78";"0";"1";"79";"3,07";"242,53";"1248";"0";"16";"1.248,00";"1";
"SODAS ITALIANAS";"LIFEBOX - SETOR OESTE/ GO";"CHA PRETO COM LIMAO SICILIANO";"74";"0";"2";"76";"5,12";"389,12";"1258";"0";"34";"1.258,00";"3";
"SODAS ITALIANAS";"LIFEBOX - SETOR OESTE/ GO";"PARA VIAGEM";"267";"0";"370";"637";"0";"0";"0";"0,00";"6";
